key,ref_events,ref_events_raw,pred_events,onset_matches,drum_matches,onset_precision,onset_recall,onset_f1,drum_precision,drum_recall,drum_f1,class_accuracy_on_matched_onsets,onset_mae_ms,missed,extra,wav,labels,kick->kick,kick->snare,kick->hihat,snare->kick,snare->snare,snare->hihat,hihat->kick,hihat->snare,hihat->hihat
WaveDrum02_43#HH,20,20,21,20,20,0.9523809523809523,1.0,0.975609756097561,0.9523809523809523,1.0,0.975609756097561,1.0,15.300453514739107,0,1,..\..\datasets\IDMT-SMT-DRUMS-V2\audio\WaveDrum02_43#HH.wav,..\..\datasets\IDMT-SMT-DRUMS-V2\annotation_svl\WaveDrum02_43#HH.svl,0,0,0,0,0,0,0,0,20
WaveDrum02_43#KD,21,21,23,21,21,0.9130434782608695,1.0,0.9545454545454545,0.9130434782608695,1.0,0.9545454545454545,1.0,18.893208076881656,0,2,..\..\datasets\IDMT-SMT-DRUMS-V2\audio\WaveDrum02_43#KD.wav,..\..\datasets\IDMT-SMT-DRUMS-V2\annotation_svl\WaveDrum02_43#KD.svl,21,0,0,0,0,0,0,0,0
WaveDrum02_43#SD,12,12,12,12,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.181405895691423,0,0,..\..\datasets\IDMT-SMT-DRUMS-V2\audio\WaveDrum02_43#SD.wav,..\..\datasets\IDMT-SMT-DRUMS-V2\annotation_svl\WaveDrum02_43#SD.svl,0,0,0,0,12,0,0,0,0
WaveDrum02_44#HH,28,28,28,27,27,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.9642857142857143,1.0,16.524733350130173,1,1,..\..\datasets\IDMT-SMT-DRUMS-V2\audio\WaveDrum02_44#HH.wav,..\..\datasets\IDMT-SMT-DRUMS-V2\annotation_svl\WaveDrum02_44#HH.svl,0,0,0,0,0,0,0,0,27
WaveDrum02_44#KD,29,29,29,29,20,1.0,1.0,1.0,0.6896551724137931,0.6896551724137931,0.6896551724137931,0.6896551724137931,15.159903041676586,9,9,..\..\datasets\IDMT-SMT-DRUMS-V2\audio\WaveDrum02_44#KD.wav,..\..\datasets\IDMT-SMT-DRUMS-V2\annotation_svl\WaveDrum02_44#KD.svl,20,9,0,0,0,0,0,0,0
WaveDrum02_44#SD,17,17,17,17,15,1.0,1.0,1.0,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8823529411764706,12.100840336134404,2,2,..\..\datasets\IDMT-SMT-DRUMS-V2\audio\WaveDrum02_44#SD.wav,..\..\datasets\IDMT-SMT-DRUMS-V2\annotation_svl\WaveDrum02_44#SD.svl,0,0,0,2,15,0,0,0,0
WaveDrum02_45#HH,29,29,29,29,29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.30956290562206,0,0,..\..\datasets\IDMT-SMT-DRUMS-V2\audio\WaveDrum02_45#HH.wav,..\..\datasets\IDMT-SMT-DRUMS-V2\annotation_svl\WaveDrum02_45#HH.svl,0,0,0,0,0,0,0,0,29
WaveDrum02_45#KD,28,28,29,28,28,0.9655172413793104,1.0,0.9824561403508771,0.9655172413793104,1.0,0.9824561403508771,1.0,16.138645934564273,0,1,..\..\datasets\IDMT-SMT-DRUMS-V2\audio\WaveDrum02_45#KD.wav,..\..\datasets\IDMT-SMT-DRUMS-V2\annotation_svl\WaveDrum02_45#KD.svl,28,0,0,0,0,0,0,0,0
WaveDrum02_45#SD,17,17,17,17,14,1.0,1.0,1.0,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058,12.771775376817374,3,3,..\..\datasets\IDMT-SMT-DRUMS-V2\audio\WaveDrum02_45#SD.wav,..\..\datasets\IDMT-SMT-DRUMS-V2\annotation_svl\WaveDrum02_45#SD.svl,0,0,0,3,14,0,0,0,0
WaveDrum02_46#HH,36,36,26,25,25,0.9615384615384616,0.6944444444444444,0.8064516129032258,0.9615384615384616,0.6944444444444444,0.8064516129032258,1.0,14.67301587301575,11,1,..\..\datasets\IDMT-SMT-DRUMS-V2\audio\WaveDrum02_46#HH.wav,..\..\datasets\IDMT-SMT-DRUMS-V2\annotation_svl\WaveDrum02_46#HH.svl,0,0,0,0,0,0,0,0,25
WaveDrum02_46#KD,10,10,15,10,10,0.6666666666666666,1.0,0.8,0.6666666666666666,1.0,0.8,1.0,9.39002267573749,0,5,..\..\datasets\IDMT-SMT-DRUMS-V2\audio\WaveDrum02_46#KD.wav,..\..\datasets\IDMT-SMT-DRUMS-V2\annotation_svl\WaveDrum02_46#KD.svl,10,0,0,0,0,0,0,0,0
WaveDrum02_46#SD,10,10,10,10,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.312925170068163,0,0,..\..\datasets\IDMT-SMT-DRUMS-V2\audio\WaveDrum02_46#SD.wav,..\..\datasets\IDMT-SMT-DRUMS-V2\annotation_svl\WaveDrum02_46#SD.svl,0,0,0,0,10,0,0,0,0
WaveDrum02_47#HH,37,37,22,22,22,1.0,0.5945945945945946,0.7457627118644068,1.0,0.5945945945945946,0.7457627118644068,1.0,12.259327973613676,15,0,..\..\datasets\IDMT-SMT-DRUMS-V2\audio\WaveDrum02_47#HH.wav,..\..\datasets\IDMT-SMT-DRUMS-V2\annotation_svl\WaveDrum02_47#HH.svl,0,0,0,0,0,0,0,0,22
WaveDrum02_47#KD,10,10,10,10,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.820861678004697,0,0,..\..\datasets\IDMT-SMT-DRUMS-V2\audio\WaveDrum02_47#KD.wav,..\..\datasets\IDMT-SMT-DRUMS-V2\annotation_svl\WaveDrum02_47#KD.svl,10,0,0,0,0,0,0,0,0
WaveDrum02_47#SD,10,10,10,10,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.868480725623684,0,0,..\..\datasets\IDMT-SMT-DRUMS-V2\audio\WaveDrum02_47#SD.wav,..\..\datasets\IDMT-SMT-DRUMS-V2\annotation_svl\WaveDrum02_47#SD.svl,0,0,0,0,10,0,0,0,0
WaveDrum02_48#HH,36,36,25,24,24,0.96,0.6666666666666666,0.7868852459016393,0.96,0.6666666666666666,0.7868852459016393,1.0,15.462962962962905,12,1,..\..\datasets\IDMT-SMT-DRUMS-V2\audio\WaveDrum02_48#HH.wav,..\..\datasets\IDMT-SMT-DRUMS-V2\annotation_svl\WaveDrum02_48#HH.svl,0,0,0,0,0,0,0,0,24
WaveDrum02_48#KD,10,10,19,10,10,0.5263157894736842,1.0,0.6896551724137931,0.5263157894736842,1.0,0.6896551724137931,1.0,12.272108843537806,0,9,..\..\datasets\IDMT-SMT-DRUMS-V2\audio\WaveDrum02_48#KD.wav,..\..\datasets\IDMT-SMT-DRUMS-V2\annotation_svl\WaveDrum02_48#KD.svl,10,0,0,0,0,0,0,0,0
WaveDrum02_48#SD,10,10,10,10,5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,7.755102040816297,5,5,..\..\datasets\IDMT-SMT-DRUMS-V2\audio\WaveDrum02_48#SD.wav,..\..\datasets\IDMT-SMT-DRUMS-V2\annotation_svl\WaveDrum02_48#SD.svl,0,0,0,0,5,5,0,0,0
WaveDrum02_49#HH,55,55,56,54,54,0.9642857142857143,0.9818181818181818,0.972972972972973,0.9642857142857143,0.9818181818181818,0.972972972972973,1.0,19.089611153103117,1,2,..\..\datasets\IDMT-SMT-DRUMS-V2\audio\WaveDrum02_49#HH.wav,..\..\datasets\IDMT-SMT-DRUMS-V2\annotation_svl\WaveDrum02_49#HH.svl,0,0,0,0,0,0,0,0,54
WaveDrum02_49#KD,31,31,31,31,31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21.683856338234172,0,0,..\..\datasets\IDMT-SMT-DRUMS-V2\audio\WaveDrum02_49#KD.wav,..\..\datasets\IDMT-SMT-DRUMS-V2\annotation_svl\WaveDrum02_49#KD.svl,31,0,0,0,0,0,0,0,0
WaveDrum02_49#SD,11,11,11,11,11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.20160791589339,0,0,..\..\datasets\IDMT-SMT-DRUMS-V2\audio\WaveDrum02_49#SD.wav,..\..\datasets\IDMT-SMT-DRUMS-V2\annotation_svl\WaveDrum02_49#SD.svl,0,0,0,0,11,0,0,0,0
WaveDrum02_50#HH,56,56,39,39,39,1.0,0.6964285714285714,0.8210526315789474,1.0,0.6964285714285714,0.8210526315789474,1.0,15.927670213384316,17,0,..\..\datasets\IDMT-SMT-DRUMS-V2\audio\WaveDrum02_50#HH.wav,..\..\datasets\IDMT-SMT-DRUMS-V2\annotation_svl\WaveDrum02_50#HH.svl,0,0,0,0,0,0,0,0,39
WaveDrum02_50#KD,31,31,30,30,17,1.0,0.967741935483871,0.9836065573770492,0.5666666666666667,0.5483870967741935,0.5573770491803278,0.5666666666666667,17.075585789871567,14,13,..\..\datasets\IDMT-SMT-DRUMS-V2\audio\WaveDrum02_50#KD.wav,..\..\datasets\IDMT-SMT-DRUMS-V2\annotation_svl\WaveDrum02_50#KD.svl,17,13,0,0,0,0,0,0,0
